"account_id","amount"
"jackie_phan.near","1365426335430823793160311695"
"nhaphuong1985.near","20978442884059158474994098"
"bull2015.near","20978442884059158474994098"
"hoang1952.near","20281452480684602215708655"
"trident.near","223722888814199488188619624"
"sonnq.near","997859992178204859727601188"
"8007e24ef9b7d1d0e4a1b3c95b4ae13e2c602d8b740f9e0c5eb0d5a52a74676a","101297931570801480672189535"
"caotheminh.near","927103212350251436739502963"
"phokhogialai.near","404789882306624122759627738"
"thuythuy.near","2737041899873007642832985462"
"tin2011.near","20228538302678871009782395"
"haotrance.near","186731440107906316683873544"
"daodaojunmoon.near","80815468520101397044241696"
"19.near","20071130597447818640777017306"
"toannguyen2301.near","567024013000050833991963042"
"anhln.near","68117758705245041691429444"
"tuananhdao280397.near","1844856193731932394586289303"
"mrpanda.near","195991032372894484539881144"
"kapokagency.near","107212953297574362739550347"
"mvkarta.near","100673744802302090287936051"
"milan1.near","9013797251265811546767921"
"renzoncarlos.near","100122620238656210819500"
"kevil.near","760465260966704162083168891"
